Wteam_i,Lteam_i,day,Wteam,Lteam,Wseed,Lseed,Win_Loss,Ast_x,Blk_x,DR_x,DayNum_x,FGA_x,FGA3_x,FGM_x,FGM3_x,FTA_x,FTM_x,Loc_x,OR_x,PF_x,Rank_day_x,Score_x,Stl_x,TO_x,ConfAbbrev_x,Ast_y,Blk_y,DR_y,DayNum_y,FGA_y,FGA3_y,FGM_y,FGM3_y,FTA_y,FTM_y,Loc_y,OR_y,PF_y,Rank_day_y,Score_y,Stl_y,TO_y,ConfAbbrev_y,Season
1181,1141,138,1181,1141,3,11,0,-29.86692015209126,18.942965779467677,-31.3346007604563,121.77566539923937,58.93536121673009,46.06083650190111,37.920152091254764,16.84410646387832,184.62357414448672,137.87452471482885,0,29.730038022813673,66.97338403041823,120.5057034220531,230.5589353612168,15.0,-19.874524714828873,acc,67.22162162162161,37.229729729729726,26.810810810810825,65.50270270270278,-49.52162162162169,6.15135135135132,56.87567567567571,16.94594594594595,79.06756756756751,100.8,0,-15.291891891891897,11.618918918918887,54.93243243243256,231.49729729729717,9.897297297297303,102.62162162162156,mac,2003
1211,1153,136,1211,1153,9,8,1,56.71929824561407,16.815789473684212,67.78508771929826,-49.342105263158174,18.758771929824476,43.74122807017544,48.22807017543859,23.49122807017544,73.97807017543859,64.5175438596491,0,33.75877192982459,-51.109649122807056,-58.09649122807005,184.46491228070175,11.267543859649118,-20.11842105263159,wcc,-53.26315789473685,22.017543859649127,-22.964912280701796,-24.122807017543963,-19.947368421052687,32.877192982456094,-53.2456140350877,15.982456140350871,12.89473684210526,13.333333333333325,0,-11.087719298245602,1.245614035087769,-29.035087719298417,-77.1754385964914,-50.85964912280703,-94.85964912280701,cusa,2003
1228,1443,136,1228,1443,4,13,0,133.46296296296296,-16.9074074074074,59.314814814814866,85.14814814814821,47.518518518518476,66.11111111111114,100.12962962962968,38.18518518518519,-60.24074074074076,-44.33333333333336,0,-38.64814814814815,16.22222222222225,90.83333333333314,194.11111111111114,21.481481481481474,-14.907407407407423,big_ten,49.983766233766225,24.85064935064935,14.642857142857174,73.5746753246755,-2.09415584415585,78.09740259740265,35.1850649350649,36.191558441558456,2.6980519480519973,-15.694805194805198,0,4.09415584415585,-25.15259740259735,80.2012987012989,90.866883116883,4.0129870129870024,4.899350649350662,sun_belt,2003
1242,1429,136,1242,1429,2,15,0,77.3125,24.017045454545446,43.96022727272728,26.011363636363555,103.2613636363636,-81.39772727272728,122.39772727272728,-32.676136363636374,103.63068181818176,63.619318181818194,0,48.71590909090912,-41.642045454545524,47.05113636363643,275.7386363636365,94.51136363636363,40.3806818181818,big_twelve,46.99999999999997,-8.064516129032267,14.440860215053796,53.34408602150546,-28.02150537634415,-143.741935483871,23.04301075268816,-53.19354838709677,18.61290322580644,17.612903225806477,0,41.15053763440861,-88.29032258064518,62.516129032257936,10.505376344086073,-32.08602150537635,-69.7741935483871,big_west,2003
1242,1113,138,1242,1113,2,10,0,77.3125,24.017045454545446,43.96022727272728,26.011363636363555,103.2613636363636,-81.39772727272728,122.39772727272728,-32.676136363636374,103.63068181818176,63.619318181818194,0,48.71590909090912,-41.642045454545524,47.05113636363643,275.7386363636365,94.51136363636363,40.3806818181818,big_twelve,13.591695501730118,25.764705882352942,-25.11764705882351,-94.20069204152237,-110.67128027681665,-162.41868512110733,6.501730103806178,-69.74048442906572,135.24567474048442,74.30103806228377,0,20.602076124567496,1.0622837370242664,-121.41868512110732,17.56401384083034,-41.363321799307954,-25.58823529411766,pac_ten,2003
1242,1181,143,1242,1181,2,3,0,77.3125,24.017045454545446,43.96022727272728,26.011363636363555,103.2613636363636,-81.39772727272728,122.39772727272728,-32.676136363636374,103.63068181818176,63.619318181818194,0,48.71590909090912,-41.642045454545524,47.05113636363643,275.7386363636365,94.51136363636363,40.3806818181818,big_twelve,-29.86692015209126,18.942965779467677,-31.3346007604563,121.77566539923937,58.93536121673009,46.06083650190111,37.920152091254764,16.84410646387832,184.62357414448672,137.87452471482885,0,29.730038022813673,66.97338403041823,120.5057034220531,230.5589353612168,15.0,-19.874524714828873,acc,2003
1242,1112,145,1242,1112,2,1,1,77.3125,24.017045454545446,43.96022727272728,26.011363636363555,103.2613636363636,-81.39772727272728,122.39772727272728,-32.676136363636374,103.63068181818176,63.619318181818194,0,48.71590909090912,-41.642045454545524,47.05113636363643,275.7386363636365,94.51136363636363,40.3806818181818,big_twelve,71.67474048442907,24.117647058823536,97.0588235294118,23.80622837370248,140.04152249134944,52.768166089965405,93.48442906574391,17.6643598615917,96.78892733564012,71.29065743944639,0,61.581314878892755,-45.56055363321795,26.76816608996539,275.92387543252585,51.26989619377163,-2.705882352941188,pac_ten,2003
1242,1266,152,1242,1266,2,3,0,77.3125,24.017045454545446,43.96022727272728,26.011363636363555,103.2613636363636,-81.39772727272728,122.39772727272728,-32.676136363636374,103.63068181818176,63.619318181818194,0,48.71590909090912,-41.642045454545524,47.05113636363643,275.7386363636365,94.51136363636363,40.3806818181818,big_twelve,59.73684210526315,5.017543859649127,-3.964912280701796,-105.12280701754399,-31.947368421052687,-86.12280701754392,67.75438596491227,-9.01754385964913,70.89473684210526,106.33333333333331,0,15.912280701754398,-7.754385964912231,-115.03508771929842,232.8245614035086,-27.859649122807028,-11.859649122807028,cusa,2003
1266,1221,136,1266,1221,3,14,0,59.73684210526315,5.017543859649127,-3.964912280701796,-105.12280701754399,-31.947368421052687,-86.12280701754392,67.75438596491227,-9.01754385964913,70.89473684210526,106.33333333333331,0,15.912280701754398,-7.754385964912231,-115.03508771929842,232.8245614035086,-27.859649122807028,-11.859649122807028,cusa,65.99078341013828,53.29032258064515,43.47926267281111,87.89400921658994,32.359447004608384,-88.92165898617517,59.589861751152114,-29.087557603686626,117.46082949308754,93.77419354838709,0,57.05990783410138,-1.2949308755759965,146.25345622119832,183.8663594470046,42.566820276497694,-29.129032258064527,patriot,2003
1266,1281,138,1266,1281,3,6,0,59.73684210526315,5.017543859649127,-3.964912280701796,-105.12280701754399,-31.947368421052687,-86.12280701754392,67.75438596491227,-9.01754385964913,70.89473684210526,106.33333333333331,0,15.912280701754398,-7.754385964912231,-115.03508771929842,232.8245614035086,-27.859649122807028,-11.859649122807028,cusa,-12.84375,6.917613636363631,14.525568181818212,183.27840909090907,10.40340909090905,127.75568181818181,0.24431818181821185,49.43465909090908,-78.04829545454547,-61.326704545454525,0,25.039772727272755,-37.73011363636368,179.75284090909096,-11.40340909090905,-39.47159090909092,1.8267045454545254,big_twelve,2003
1266,1338,143,1266,1338,3,2,1,59.73684210526315,5.017543859649127,-3.964912280701796,-105.12280701754399,-31.947368421052687,-86.12280701754392,67.75438596491227,-9.01754385964913,70.89473684210526,106.33333333333331,0,15.912280701754398,-7.754385964912231,-115.03508771929842,232.8245614035086,-27.859649122807028,-11.859649122807028,cusa,92.38875305623466,-23.405867970660154,42.760391198044005,86.94865525672385,-168.44743276283606,-4.7261613691931785,23.43276283618581,5.645476772616144,28.107579462102628,-21.308068459657704,0,-59.80195599022002,-24.031784841075797,90.26405867970647,31.202933985330247,2.5867970660146593,18.69682151589241,big_east,2003
1266,1246,145,1266,1246,3,1,1,59.73684210526315,5.017543859649127,-3.964912280701796,-105.12280701754399,-31.947368421052687,-86.12280701754392,67.75438596491227,-9.01754385964913,70.89473684210526,106.33333333333331,0,15.912280701754398,-7.754385964912231,-115.03508771929842,232.8245614035086,-27.859649122807028,-11.859649122807028,cusa,53.04273504273505,39.1025641025641,21.410256410256466,84.80911680911686,77.54700854700855,-44.817663817663856,96.77777777777783,-12.84615384615384,38.9487179487179,38.77492877492875,0,32.55840455840456,-12.068376068376097,108.14814814814827,219.48433048433026,10.50142450142451,-10.12535612535612,sec,2003
1281,1356,136,1281,1356,6,11,0,-12.84375,6.917613636363631,14.525568181818212,183.27840909090907,10.40340909090905,127.75568181818181,0.24431818181821185,49.43465909090908,-78.04829545454547,-61.326704545454525,0,25.039772727272755,-37.73011363636368,179.75284090909096,-11.40340909090905,-39.47159090909092,1.8267045454545254,big_twelve,3.3822525597269397,14.088737201365182,-1.5631399317405794,109.4163822525596,126.13651877133111,-19.948805460750876,92.50170648464163,-4.2696245733788345,-5.406143344709903,-2.447098976109224,0,18.651877133105828,21.569965870307186,128.66211604095574,178.28668941979527,44.767918088737225,-47.45733788395903,mvc,2003
1323,1454,136,1323,1454,5,12,0,68.70171149144252,23.713936430317837,90.81907090464547,-209.75305623471877,48.437652811736044,119.34963325183367,35.34718826405866,65.46699266503666,30.244498777506063,66.48166259168705,0,-59.09535452322736,-78.79951100244502,-277.1271393643033,202.64303178484136,-16.39364303178485,-52.77995110024451,big_east,109.61538461538461,14.653846153846152,17.653846153846118,-69.4615384615386,62.61538461538451,140.30769230769232,70.5384615384616,48.5,29.84615384615384,22.730769230769212,0,-2.346153846153861,12.192307692307743,-119.88461538461536,212.30769230769215,70.26923076923077,32.80769230769232,horizon,2003
1323,1228,138,1323,1228,5,4,1,68.70171149144252,23.713936430317837,90.81907090464547,-209.75305623471877,48.437652811736044,119.34963325183367,35.34718826405866,65.46699266503666,30.244498777506063,66.48166259168705,0,-59.09535452322736,-78.79951100244502,-277.1271393643033,202.64303178484136,-16.39364303178485,-52.77995110024451,big_east,133.46296296296296,-16.9074074074074,59.314814814814866,85.14814814814821,47.518518518518476,66.11111111111114,100.12962962962968,38.18518518518519,-60.24074074074076,-44.33333333333336,0,-38.64814814814815,16.22222222222225,90.83333333333314,194.11111111111114,21.481481481481474,-14.907407407407423,big_ten,2003
1328,1354,136,1328,1354,1,16,0,0.3125,-9.98295454545455,-14.039772727272698,55.01136363636357,-69.7386363636364,63.60227272727272,-26.602272727272698,47.323863636363626,-62.3693181818182,-23.3806818181818,0,-16.2840909090909,15.357954545454497,75.05113636363643,-29.261363636363598,-1.4886363636363793,-52.6193181818182,big_twelve,-17.34810126582277,8.487341772151893,86.32278481012659,74.10759493670872,-10.930379746835413,-56.91772151898731,46.689873417721515,-26.329113924050645,157.76582278481013,124.4177215189874,0,16.56329113924048,33.77215189873418,86.67088607594923,191.46835443038003,19.177215189873408,93.46202531645568,meac,2003
1328,1143,138,1328,1143,1,8,0,0.3125,-9.98295454545455,-14.039772727272698,55.01136363636357,-69.7386363636364,63.60227272727272,-26.602272727272698,47.323863636363626,-62.3693181818182,-23.3806818181818,0,-16.2840909090909,15.357954545454497,75.05113636363643,-29.261363636363598,-1.4886363636363793,-52.6193181818182,big_twelve,26.59169550173011,-16.235294117647054,5.882352941176489,50.799307958477584,-57.67128027681668,-33.41868512110726,10.501730103806178,0.2595155709342629,-58.75432525951558,-46.69896193771625,0,-50.397923875432504,-65.93771626297573,59.58131487889273,-25.43598615916966,-2.363321799307963,-20.58823529411766,pac_ten,2003
1328,1139,144,1328,1139,1,12,0,0.3125,-9.98295454545455,-14.039772727272698,55.01136363636357,-69.7386363636364,63.60227272727272,-26.602272727272698,47.323863636363626,-62.3693181818182,-23.3806818181818,0,-16.2840909090909,15.357954545454497,75.05113636363643,-29.261363636363598,-1.4886363636363793,-52.6193181818182,big_twelve,-13.938461538461544,-36.23461538461537,-58.93461538461542,95.75384615384597,-141.83846153846167,137.43076923076924,-24.546153846153803,67.64999999999998,-112.71538461538462,-60.2269230769231,0,-109.73461538461538,-106.08076923076916,110.11153846153849,-41.66923076923092,-3.2730769230769274,-97.41923076923081,horizon,2003
1390,1360,136,1390,1360,4,13,0,-13.574394463667804,0.0588235294117605,29.529411764705902,-152.21453287197215,-83.09688581314882,37.20761245674741,-41.46366782006923,16.44982698961938,-23.84083044982702,-29.678200692041504,0,23.64359861591698,-26.6920415224913,-130.7923875432527,-96.15570934256067,-34.62975778546712,-17.3529411764706,pac_ten,69.4561403508772,12.736842105263154,90.19298245614036,48.36842105263139,-36.70175438596499,10.70175438596489,19.754385964912274,14.701754385964911,113.75438596491227,45.596491228070185,0,19.29824561403511,-4.228070175438631,33.7192982456141,99.80701754385956,-29.403508771929822,83.4736842105263,wcc,2003
1409,1173,136,1409,1173,13,4,1,44.703180212014104,41.18727915194348,72.10247349823321,62.14840989399275,21.70318021201406,60.169611307420496,52.85865724381624,31.392226148409893,-59.09187279151938,-25.699646643109524,0,-22.166077738515874,-67.00706713780916,68.45936395759728,111.40989399293288,24.572438162544174,-20.233215547703175,wac,51.846820809248555,-10.968208092485542,13.381502890173422,46.0,-73.12138728323694,25.41907514450867,8.719653179190765,18.855491329479758,54.17919075144505,52.66763005780351,0,26.823699421965316,-42.17341040462432,58.736994219653155,88.96242774566485,-44.90462427745666,-26.034682080924824,a_ten,2003
1458,1451,136,1458,1451,5,12,0,-14.719135802469157,-24.24382716049382,-25.262345679012316,-118.12345679012343,-9.265432098765473,-16.925925925925895,36.89197530864202,2.345679012345684,-48.132716049382736,-25.05555555555558,0,-20.626543209876527,-109.18518518518518,-103.19444444444463,51.074074074074105,19.76543209876543,-91.24382716049384,big_ten,27.912442396313367,-58.24423963133641,-0.9861751152073381,60.2488479262671,-29.525345622119914,15.889400921659014,29.35944700460828,-0.3410138248848007,134.9308755760369,124.29493087557606,0,3.4516129032257865,-32.19815668202767,56.59447004608302,182.67281105990776,5.027649769585248,-85.3594470046083,big_sky,2003
1458,1409,138,1458,1409,5,13,0,-14.719135802469157,-24.24382716049382,-25.262345679012316,-118.12345679012343,-9.265432098765473,-16.925925925925895,36.89197530864202,2.345679012345684,-48.132716049382736,-25.05555555555558,0,-20.626543209876527,-109.18518518518518,-103.19444444444463,51.074074074074105,19.76543209876543,-91.24382716049384,big_ten,44.703180212014104,41.18727915194348,72.10247349823321,62.14840989399275,21.70318021201406,60.169611307420496,52.85865724381624,31.392226148409893,-59.09187279151938,-25.699646643109524,0,-22.166077738515874,-67.00706713780916,68.45936395759728,111.40989399293288,24.572438162544174,-20.233215547703175,wac,2003
1120,1386,137,1120,1386,10,7,1,-33.89743589743589,32.84615384615386,-27.615384615384563,-24.991452991452974,-38.48717948717949,-49.82905982905986,7.666666666666714,-20.23076923076922,5.076923076923038,-12.273504273504297,0,2.273504273504276,-41.56410256410258,-41.11111111111106,-17.170940170940383,16.470085470085476,45.63247863247864,sec,16.846820809248538,65.03179190751445,41.38150289017342,91.0,-67.12138728323694,54.41907514450865,1.7196531791907645,33.85549132947976,-7.820809248554951,-11.332369942196511,0,-40.176300578034684,-8.17341040462432,73.73699421965316,25.962427745664854,8.095375722543356,-37.034682080924824,a_ten,2003
1120,1448,139,1120,1448,10,2,1,-33.89743589743589,32.84615384615386,-27.615384615384563,-24.991452991452974,-38.48717948717949,-49.82905982905986,7.666666666666714,-20.23076923076922,5.076923076923038,-12.273504273504297,0,2.273504273504276,-41.56410256410258,-41.11111111111106,-17.170940170940383,16.470085470085476,45.63247863247864,sec,-7.038022813688219,-3.5551330798479173,80.80988593155892,105.3498098859314,-32.69581749049425,-38.87452471482893,1.0228136882129313,-19.38403041825096,136.53612167300383,137.17870722433457,0,57.505703422053216,-15.992395437262356,136.85551330798467,119.84030418250958,-46.0,11.821292775665423,acc,2003
1139,1280,137,1139,1280,12,5,1,-13.938461538461544,-36.23461538461537,-58.93461538461542,95.75384615384597,-141.83846153846167,137.43076923076924,-24.546153846153803,67.64999999999998,-112.71538461538462,-60.2269230769231,0,-109.73461538461538,-106.08076923076916,110.11153846153849,-41.66923076923092,-3.2730769230769274,-97.41923076923081,horizon,-0.8974358974358942,-4.153846153846153,33.384615384615415,76.00854700854705,-5.487179487179489,-53.829059829059844,26.666666666666714,-22.23076923076922,-57.92307692307699,-46.27350427350427,0,24.273504273504287,-55.56410256410257,62.88888888888897,-15.170940170940383,37.47008547008548,37.63247863247864,sec,2003
1139,1257,139,1139,1257,12,4,1,-13.938461538461544,-36.23461538461537,-58.93461538461542,95.75384615384597,-141.83846153846167,137.43076923076924,-24.546153846153803,67.64999999999998,-112.71538461538462,-60.2269230769231,0,-109.73461538461538,-106.08076923076916,110.11153846153849,-41.66923076923092,-3.2730769230769274,-97.41923076923081,horizon,72.3609022556391,38.09022556390977,26.609022556390933,184.08270676691717,103.2706766917293,152.22556390977437,95.16541353383457,69.76691729323309,120.74436090225564,92.57142857142856,0,19.834586466165426,112.40601503759402,234.67669172932312,352.66917293233064,6.150375939849621,-18.849624060150383,cusa,2003
1196,1358,137,1196,1358,2,15,0,58.57264957264959,6.974358974358971,23.89743589743595,-145.09116809116816,16.529914529914528,128.17663817663816,46.22222222222227,73.46153846153847,-19.487179487179535,-3.7492877492877703,0,-32.58404558404557,-26.316239316239344,-190.48148148148147,162.15669515669504,8.985754985754987,-30.74643874643874,sec,85.66552901023891,66.40614334470989,83.8703071672355,79.39590443686016,-22.897610921501794,37.10921501706481,35.0,26.546075085324237,52.97952218430035,56.13651877133104,0,-24.982935153583608,-10.07849829351538,98.8464163822525,152.68259385665522,11.955631399317397,-16.293515358361766,southland,2003
1231,1104,137,1231,1104,7,10,0,-0.17283950617286337,53.765432098765416,70.46913580246917,34.69135802469145,23.086419753086375,117.18518518518522,-10.395061728395035,43.8641975308642,48.54320987654319,27.111111111111086,0,6.30864197530866,-16.962962962962933,7.888888888888687,50.18518518518522,-59.08641975308643,-69.23456790123458,big_ten,-67.83760683760683,-2.41025641025641,12.358974358974407,-70.79202279202275,33.47863247863248,52.15954415954414,-39.4444444444444,1.3846153846153904,38.20512820512815,38.67806267806267,0,47.988603988604,7.9401709401709155,-72.37037037037031,-38.826210826211025,-24.561253561253558,-30.609686609686605,sec,2003
1246,1237,137,1246,1237,1,16,0,53.04273504273505,39.1025641025641,21.410256410256466,84.80911680911686,77.54700854700855,-44.817663817663856,96.77777777777783,-12.84615384615384,38.9487179487179,38.77492877492875,0,32.55840455840456,-12.068376068376097,108.14814814814827,219.48433048433026,10.50142450142451,-10.12535612535612,sec,-20.283185840707972,-33.1858407079646,-41.6548672566372,-49.70796460177007,-27.06194690265488,3.991150442477874,3.5221238938053148,1.699115044247776,36.84955752212386,39.610619469026574,0,8.407079646017678,-3.7256637168142106,-88.68141592920347,48.353982300885036,38.141592920353986,26.168141592920335,mid_cont,2003
1246,1428,139,1246,1428,1,9,0,53.04273504273505,39.1025641025641,21.410256410256466,84.80911680911686,77.54700854700855,-44.817663817663856,96.77777777777783,-12.84615384615384,38.9487179487179,38.77492877492875,0,32.55840455840456,-12.068376068376097,108.14814814814827,219.48433048433026,10.50142450142451,-10.12535612535612,sec,-12.798283261802595,22.227467811158796,25.8283261802575,-4.592274678111423,-33.751072961373325,54.93133047210296,-27.57510729613731,28.56223175965664,-106.17167381974252,-76.56223175965667,0,-1.79399141630903,11.111587982832589,-14.339055793991434,-103.15021459227484,-47.21030042918457,-29.085836909871254,mwc,2003
1246,1458,143,1246,1458,1,5,0,53.04273504273505,39.1025641025641,21.410256410256466,84.80911680911686,77.54700854700855,-44.817663817663856,96.77777777777783,-12.84615384615384,38.9487179487179,38.77492877492875,0,32.55840455840456,-12.068376068376097,108.14814814814827,219.48433048433026,10.50142450142451,-10.12535612535612,sec,-14.719135802469157,-24.24382716049382,-25.262345679012316,-118.12345679012343,-9.265432098765473,-16.925925925925895,36.89197530864202,2.345679012345684,-48.132716049382736,-25.05555555555558,0,-20.626543209876527,-109.18518518518518,-103.19444444444463,51.074074074074105,19.76543209876543,-91.24382716049384,big_ten,2003
1257,1122,137,1257,1122,4,13,0,72.3609022556391,38.09022556390977,26.609022556390933,184.08270676691717,103.2706766917293,152.22556390977437,95.16541353383457,69.76691729323309,120.74436090225564,92.57142857142856,0,19.834586466165426,112.40601503759402,234.67669172932312,352.66917293233064,6.150375939849621,-18.849624060150383,cusa,-48.33193277310923,41.71008403361345,40.827731092437006,118.24369747899154,-156.14285714285708,-23.36134453781512,-77.34453781512599,-10.777310924369758,87.80672268907563,48.331932773109216,0,-19.415966386554636,-23.52100840336139,138.65966386554635,-117.1344537815125,-3.0840336134453876,8.382352941176466,ovc,2003
1268,1423,137,1268,1423,6,11,0,113.79087452471484,58.94676806083649,72.95437262357413,-85.07604562737662,139.6730038022814,-58.809885931558966,93.12547528517112,-0.6121673003802357,-9.551330798479057,-3.517110266159719,0,27.28136882129276,-0.9581749049429646,-131.79467680608377,182.12167300380236,81.0,-16.48288973384028,acc,37.052631578947384,-50.26315789473682,-29.684210526315802,89.73684210526305,5.052631578947427,11.157894736842103,63.73684210526319,21.526315789473685,-11.789473684210542,-4.315789473684234,0,-55.21052631578948,5.000000000000028,89.10526315789461,144.68421052631584,67.99999999999997,-99.05263157894738,caa,2003
1268,1462,139,1268,1462,6,3,1,113.79087452471484,58.94676806083649,72.95437262357413,-85.07604562737662,139.6730038022814,-58.809885931558966,93.12547528517112,-0.6121673003802357,-9.551330798479057,-3.517110266159719,0,27.28136882129276,-0.9581749049429646,-131.79467680608377,182.12167300380236,81.0,-16.48288973384028,acc,89.42774566473989,-8.277456647398836,83.67052023121389,4.0,74.1502890173411,-66.56647398843933,78.53757225433532,-13.011560693641634,103.25433526011557,111.17341040462432,0,41.26589595375722,-98.21387283236999,9.658959537572258,255.2369942196533,-43.832369942196536,-35.242774566473955,a_ten,2003
